/a/[/r/Antonym/,/c/en/apples_and_oranges/n/,/c/en/apples_to_apples_oranges_to_oranges/]	/r/Antonym	/c/en/apples_and_oranges/n	/c/en/apples_to_apples_oranges_to_oranges	"{""dataset"": ""/d/wiktionary/en"", ""license"": ""cc:by-sa/4.0"", ""sources"": [{""contributor"": ""/s/resource/wiktionary/en"", ""process"": ""/s/process/wikiparsec/2""}], ""weight"": 1.0}"
/a/[/r/Antonym/,/c/en/apples_and_oranges/n/,/c/en/oranges_with_oranges/]	/r/Antonym	/c/en/apples_and_oranges/n	/c/en/oranges_with_oranges	"{""dataset"": ""/d/wiktionary/en"", ""license"": ""cc:by-sa/4.0"", ""sources"": [{""contributor"": ""/s/resource/wiktionary/en"", ""process"": ""/s/process/wikiparsec/2""}], ""weight"": 1.0}"
/a/[/r/Antonym/,/c/en/applicability/n/,/c/en/inapplicability/]	/r/Antonym	/c/en/applicability/n	/c/en/inapplicability	"{""dataset"": ""/d/wiktionary/en"", ""license"": ""cc:by-sa/4.0"", ""sources"": [{""contributor"": ""/s/resource/wiktionary/en"", ""process"": ""/s/process/wikiparsec/2""}], ""weight"": 1.0}"
/a/[/r/Antonym/,/c/en/applicable/a/,/c/en/inapplicable/]	/r/Antonym	/c/en/applicable/a	/c/en/inapplicable	"{""dataset"": ""/d/wiktionary/en"", ""license"": ""cc:by-sa/4.0"", ""sources"": [{""contributor"": ""/s/resource/wiktionary/en"", ""process"": ""/s/process/wikiparsec/2""}, {""contributor"": ""/s/resource/wiktionary/fr"", ""process"": ""/s/process/wikiparsec/2""}], ""weight"": 2.0}"
/a/[/r/Antonym/,/c/en/applied/a/,/c/en/pure/]	/r/Antonym	/c/en/applied/a	/c/en/pure	"{""dataset"": ""/d/wiktionary/en"", ""license"": ""cc:by-sa/4.0"", ""sources"": [{""contributor"": ""/s/resource/wiktionary/en"", ""process"": ""/s/process/wikiparsec/2""}], ""weight"": 1.0}"
/a/[/r/Antonym/,/c/en/applied_mathematics/n/,/c/en/pure_mathematics/]	/r/Antonym	/c/en/applied_mathematics/n	/c/en/pure_mathematics	"{""dataset"": ""/d/wiktionary/en"", ""license"": ""cc:by-sa/4.0"", ""sources"": [{""contributor"": ""/s/resource/wiktionary/en"", ""process"": ""/s/process/wikiparsec/2""}], ""weight"": 1.0}"
/a/[/r/Antonym/,/c/en/apply/,/c/en/give/]	/r/Antonym	/c/en/apply	/c/en/give	"{""dataset"": ""/d/verbosity"", ""license"": ""cc:by/4.0"", ""sources"": [{""contributor"": ""/s/resource/verbosity"", ""process"": ""/s/process/split_words""}], ""surfaceEnd"": ""give"", ""surfaceStart"": ""apply"", ""surfaceText"": ""[[apply]] is the opposite of [[give]]"", ""weight"": 0.13}"
/a/[/r/Antonym/,/c/en/apply/,/c/en/give_up/]	/r/Antonym	/c/en/apply	/c/en/give_up	"{""dataset"": ""/d/verbosity"", ""license"": ""cc:by/4.0"", ""sources"": [{""contributor"": ""/s/resource/verbosity""}], ""surfaceEnd"": ""give up"", ""surfaceStart"": ""apply"", ""surfaceText"": ""[[apply]] is the opposite of [[give up]]"", ""weight"": 0.13}"
/a/[/r/Antonym/,/c/en/apply/,/c/en/quit/]	/r/Antonym	/c/en/apply	/c/en/quit	"{""dataset"": ""/d/verbosity"", ""license"": ""cc:by/4.0"", ""sources"": [{""contributor"": ""/s/resource/verbosity""}], ""surfaceEnd"": ""quit"", ""surfaceStart"": ""apply"", ""surfaceText"": ""[[apply]] is the opposite of [[quit]]"", ""weight"": 0.141}"
/a/[/r/Antonym/,/c/en/apply/,/c/en/up/]	/r/Antonym	/c/en/apply	/c/en/up	"{""dataset"": ""/d/verbosity"", ""license"": ""cc:by/4.0"", ""sources"": [{""contributor"": ""/s/resource/verbosity"", ""process"": ""/s/process/split_words""}], ""surfaceEnd"": ""up"", ""surfaceStart"": ""apply"", ""surfaceText"": ""[[apply]] is the opposite of [[up]]"", ""weight"": 0.13}"
/a/[/r/Antonym/,/c/en/appointive/a/,/c/en/elective/]	/r/Antonym	/c/en/appointive/a	/c/en/elective	"{""dataset"": ""/d/wiktionary/en"", ""license"": ""cc:by-sa/4.0"", ""sources"": [{""contributor"": ""/s/resource/wiktionary/en"", ""process"": ""/s/process/wikiparsec/2""}], ""weight"": 1.0}"
/a/[/r/Antonym/,/c/en/appointment/n/,/c/en/dismissal/]	/r/Antonym	/c/en/appointment/n	/c/en/dismissal	"{""dataset"": ""/d/wiktionary/en"", ""license"": ""cc:by-sa/4.0"", ""sources"": [{""contributor"": ""/s/resource/wiktionary/en"", ""process"": ""/s/process/wikiparsec/2""}], ""weight"": 1.0}"
/a/[/r/Antonym/,/c/en/apportion/v/,/c/en/amass/]	/r/Antonym	/c/en/apportion/v	/c/en/amass	"{""dataset"": ""/d/wiktionary/en"", ""license"": ""cc:by-sa/4.0"", ""sources"": [{""contributor"": ""/s/resource/wiktionary/en"", ""process"": ""/s/process/wikiparsec/2""}], ""weight"": 1.0}"
/a/[/r/Antonym/,/c/en/apposite/a/,/c/en/inapposite/]	/r/Antonym	/c/en/apposite/a	/c/en/inapposite	"{""dataset"": ""/d/wiktionary/fr"", ""license"": ""cc:by-sa/4.0"", ""sources"": [{""contributor"": ""/s/resource/wiktionary/fr"", ""process"": ""/s/process/wikiparsec/2""}], ""weight"": 1.0}"
/a/[/r/Antonym/,/c/en/appreciation/n/,/c/en/depreciation/]	/r/Antonym	/c/en/appreciation/n	/c/en/depreciation	"{""dataset"": ""/d/wiktionary/en"", ""license"": ""cc:by-sa/4.0"", ""sources"": [{""contributor"": ""/s/resource/wiktionary/en"", ""process"": ""/s/process/wikiparsec/2""}], ""weight"": 1.0}"
/a/[/r/Antonym/,/c/en/apprecihate/v/,/c/en/appreciate/]	/r/Antonym	/c/en/apprecihate/v	/c/en/appreciate	"{""dataset"": ""/d/wiktionary/en"", ""license"": ""cc:by-sa/4.0"", ""sources"": [{""contributor"": ""/s/resource/wiktionary/en"", ""process"": ""/s/process/wikiparsec/2""}], ""weight"": 1.0}"
/a/[/r/Antonym/,/c/en/apprehendable/a/,/c/en/unapprehendable/]	/r/Antonym	/c/en/apprehendable/a	/c/en/unapprehendable	"{""dataset"": ""/d/wiktionary/en"", ""license"": ""cc:by-sa/4.0"", ""sources"": [{""contributor"": ""/s/resource/wiktionary/en"", ""process"": ""/s/process/wikiparsec/2""}], ""weight"": 1.0}"
/a/[/r/Antonym/,/c/en/apprehension/n/,/c/en/inapprehension/]	/r/Antonym	/c/en/apprehension/n	/c/en/inapprehension	"{""dataset"": ""/d/wiktionary/en"", ""license"": ""cc:by-sa/4.0"", ""sources"": [{""contributor"": ""/s/resource/wiktionary/en"", ""process"": ""/s/process/wikiparsec/2""}], ""weight"": 1.0}"
/a/[/r/Antonym/,/c/en/apprehension/n/,/c/en/misapprehension/]	/r/Antonym	/c/en/apprehension/n	/c/en/misapprehension	"{""dataset"": ""/d/wiktionary/fr"", ""license"": ""cc:by-sa/4.0"", ""sources"": [{""contributor"": ""/s/resource/wiktionary/fr"", ""process"": ""/s/process/wikiparsec/2""}], ""weight"": 1.0}"
/a/[/r/Antonym/,/c/en/approbation/n/,/c/en/disapprobation/]	/r/Antonym	/c/en/approbation/n	/c/en/disapprobation	"{""dataset"": ""/d/wiktionary/en"", ""license"": ""cc:by-sa/4.0"", ""sources"": [{""contributor"": ""/s/resource/wiktionary/en"", ""process"": ""/s/process/wikiparsec/2""}], ""weight"": 1.0}"
/a/[/r/Antonym/,/c/en/approbation/n/,/c/en/reprobation/]	/r/Antonym	/c/en/approbation/n	/c/en/reprobation	"{""dataset"": ""/d/wiktionary/fr"", ""license"": ""cc:by-sa/4.0"", ""sources"": [{""contributor"": ""/s/resource/wiktionary/fr"", ""process"": ""/s/process/wikiparsec/2""}], ""weight"": 1.0}"
/a/[/r/Antonym/,/c/en/approbative/a/,/c/en/pejorative/]	/r/Antonym	/c/en/approbative/a	/c/en/pejorative	"{""dataset"": ""/d/wiktionary/en"", ""license"": ""cc:by-sa/4.0"", ""sources"": [{""contributor"": ""/s/resource/wiktionary/en"", ""process"": ""/s/process/wikiparsec/2""}], ""weight"": 1.0}"
/a/[/r/Antonym/,/c/en/approbative/a/,/c/en/reprobative/]	/r/Antonym	/c/en/approbative/a	/c/en/reprobative	"{""dataset"": ""/d/wiktionary/en"", ""license"": ""cc:by-sa/4.0"", ""sources"": [{""contributor"": ""/s/resource/wiktionary/en"", ""process"": ""/s/process/wikiparsec/2""}], ""weight"": 1.0}"
/a/[/r/Antonym/,/c/en/appropriate/a/,/c/en/inappropriate/]	/r/Antonym	/c/en/appropriate/a	/c/en/inappropriate	"{""dataset"": ""/d/wiktionary/en"", ""license"": ""cc:by-sa/4.0"", ""sources"": [{""contributor"": ""/s/resource/wiktionary/en"", ""process"": ""/s/process/wikiparsec/2""}, {""contributor"": ""/s/resource/wiktionary/fr"", ""process"": ""/s/process/wikiparsec/2""}], ""weight"": 2.0}"
/a/[/r/Antonym/,/c/en/appropriately/r/,/c/en/inappropriately/]	/r/Antonym	/c/en/appropriately/r	/c/en/inappropriately	"{""dataset"": ""/d/wiktionary/en"", ""license"": ""cc:by-sa/4.0"", ""sources"": [{""contributor"": ""/s/resource/wiktionary/en"", ""process"": ""/s/process/wikiparsec/2""}], ""weight"": 1.0}"
/a/[/r/Antonym/,/c/en/approval/n/,/c/en/disapproval/]	/r/Antonym	/c/en/approval/n	/c/en/disapproval	"{""dataset"": ""/d/wiktionary/fr"", ""license"": ""cc:by-sa/4.0"", ""sources"": [{""contributor"": ""/s/resource/wiktionary/fr"", ""process"": ""/s/process/wikiparsec/2""}], ""weight"": 1.0}"
/a/[/r/Antonym/,/c/en/approve/v/,/c/en/disapprove/]	/r/Antonym	/c/en/approve/v	/c/en/disapprove	"{""dataset"": ""/d/wiktionary/fr"", ""license"": ""cc:by-sa/4.0"", ""sources"": [{""contributor"": ""/s/resource/wiktionary/fr"", ""process"": ""/s/process/wikiparsec/2""}], ""weight"": 1.0}"
/a/[/r/Antonym/,/c/en/approximate/a/,/c/en/exact/]	/r/Antonym	/c/en/approximate/a	/c/en/exact	"{""dataset"": ""/d/wiktionary/en"", ""license"": ""cc:by-sa/4.0"", ""sources"": [{""contributor"": ""/s/resource/wiktionary/en"", ""process"": ""/s/process/wikiparsec/2""}], ""weight"": 1.0}"
/a/[/r/Antonym/,/c/en/approximately/r/,/c/en/accurately/]	/r/Antonym	/c/en/approximately/r	/c/en/accurately	"{""dataset"": ""/d/wiktionary/en"", ""license"": ""cc:by-sa/4.0"", ""sources"": [{""contributor"": ""/s/resource/wiktionary/en"", ""process"": ""/s/process/wikiparsec/2""}, {""contributor"": ""/s/resource/wiktionary/fr"", ""process"": ""/s/process/wikiparsec/2""}], ""weight"": 2.0}"
/a/[/r/Antonym/,/c/en/approximately/r/,/c/en/definitely/]	/r/Antonym	/c/en/approximately/r	/c/en/definitely	"{""dataset"": ""/d/wiktionary/fr"", ""license"": ""cc:by-sa/4.0"", ""sources"": [{""contributor"": ""/s/resource/wiktionary/fr"", ""process"": ""/s/process/wikiparsec/2""}], ""weight"": 1.0}"
/a/[/r/Antonym/,/c/en/approximately/r/,/c/en/exactly/]	/r/Antonym	/c/en/approximately/r	/c/en/exactly	"{""dataset"": ""/d/wiktionary/fr"", ""license"": ""cc:by-sa/4.0"", ""sources"": [{""contributor"": ""/s/resource/wiktionary/fr"", ""process"": ""/s/process/wikiparsec/2""}], ""weight"": 1.0}"
/a/[/r/Antonym/,/c/en/approximately/r/,/c/en/precisely/]	/r/Antonym	/c/en/approximately/r	/c/en/precisely	"{""dataset"": ""/d/wiktionary/fr"", ""license"": ""cc:by-sa/4.0"", ""sources"": [{""contributor"": ""/s/resource/wiktionary/fr"", ""process"": ""/s/process/wikiparsec/2""}], ""weight"": 1.0}"
/a/[/r/Antonym/,/c/en/apropos/,/c/en/malapropos/]	/r/Antonym	/c/en/apropos	/c/en/malapropos	"{""dataset"": ""/d/wiktionary/en"", ""license"": ""cc:by-sa/4.0"", ""sources"": [{""contributor"": ""/s/resource/wiktionary/en"", ""process"": ""/s/process/wikiparsec/2""}], ""weight"": 1.0}"
/a/[/r/Antonym/,/c/en/aprotic/a/,/c/en/protic/]	/r/Antonym	/c/en/aprotic/a	/c/en/protic	"{""dataset"": ""/d/wiktionary/en"", ""license"": ""cc:by-sa/4.0"", ""sources"": [{""contributor"": ""/s/resource/wiktionary/en"", ""process"": ""/s/process/wikiparsec/2""}], ""weight"": 1.0}"
/a/[/r/Antonym/,/c/en/apteral/a/,/c/en/peripteral/]	/r/Antonym	/c/en/apteral/a	/c/en/peripteral	"{""dataset"": ""/d/wiktionary/en"", ""license"": ""cc:by-sa/4.0"", ""sources"": [{""contributor"": ""/s/resource/wiktionary/en"", ""process"": ""/s/process/wikiparsec/2""}], ""weight"": 1.0}"
/a/[/r/Antonym/,/c/en/apterium/n/,/c/en/pteryla/]	/r/Antonym	/c/en/apterium/n	/c/en/pteryla	"{""dataset"": ""/d/wiktionary/en"", ""license"": ""cc:by-sa/4.0"", ""sources"": [{""contributor"": ""/s/resource/wiktionary/en"", ""process"": ""/s/process/wikiparsec/2""}], ""weight"": 1.0}"
/a/[/r/Antonym/,/c/en/aptitude/n/,/c/en/inaptitude/]	/r/Antonym	/c/en/aptitude/n	/c/en/inaptitude	"{""dataset"": ""/d/wiktionary/fr"", ""license"": ""cc:by-sa/4.0"", ""sources"": [{""contributor"": ""/s/resource/wiktionary/fr"", ""process"": ""/s/process/wikiparsec/2""}], ""weight"": 1.0}"
/a/[/r/Antonym/,/c/en/apéritif/n/,/c/en/digestif/]	/r/Antonym	/c/en/apéritif/n	/c/en/digestif	"{""dataset"": ""/d/wiktionary/en"", ""license"": ""cc:by-sa/4.0"", ""sources"": [{""contributor"": ""/s/resource/wiktionary/en"", ""process"": ""/s/process/wikiparsec/2""}], ""weight"": 1.0}"
/a/[/r/Antonym/,/c/en/aquarius/n/,/c/en/leo/]	/r/Antonym	/c/en/aquarius/n	/c/en/leo	"{""dataset"": ""/d/wiktionary/en"", ""license"": ""cc:by-sa/4.0"", ""sources"": [{""contributor"": ""/s/resource/wiktionary/en"", ""process"": ""/s/process/wikiparsec/2""}], ""weight"": 1.0}"
/a/[/r/Antonym/,/c/en/araucarian/a/,/c/en/ximenean/]	/r/Antonym	/c/en/araucarian/a	/c/en/ximenean	"{""dataset"": ""/d/wiktionary/en"", ""license"": ""cc:by-sa/4.0"", ""sources"": [{""contributor"": ""/s/resource/wiktionary/en"", ""process"": ""/s/process/wikiparsec/2""}], ""weight"": 1.0}"
/a/[/r/Antonym/,/c/en/arcane/a/,/c/en/mundane/]	/r/Antonym	/c/en/arcane/a	/c/en/mundane	"{""dataset"": ""/d/wiktionary/en"", ""license"": ""cc:by-sa/4.0"", ""sources"": [{""contributor"": ""/s/resource/wiktionary/en"", ""process"": ""/s/process/wikiparsec/2""}], ""weight"": 1.0}"
/a/[/r/Antonym/,/c/en/archegonium/n/,/c/en/antheridium/]	/r/Antonym	/c/en/archegonium/n	/c/en/antheridium	"{""dataset"": ""/d/wiktionary/en"", ""license"": ""cc:by-sa/4.0"", ""sources"": [{""contributor"": ""/s/resource/wiktionary/en"", ""process"": ""/s/process/wikiparsec/2""}], ""weight"": 1.0}"
/a/[/r/Antonym/,/c/en/archimedean_ordered_field/n/,/c/en/non_archimedean_ordered_field/]	/r/Antonym	/c/en/archimedean_ordered_field/n	/c/en/non_archimedean_ordered_field	"{""dataset"": ""/d/wiktionary/en"", ""license"": ""cc:by-sa/4.0"", ""sources"": [{""contributor"": ""/s/resource/wiktionary/en"", ""process"": ""/s/process/wikiparsec/2""}], ""weight"": 1.0}"
/a/[/r/Antonym/,/c/en/archist/n/,/c/en/anarchist/]	/r/Antonym	/c/en/archist/n	/c/en/anarchist	"{""dataset"": ""/d/wiktionary/fr"", ""license"": ""cc:by-sa/4.0"", ""sources"": [{""contributor"": ""/s/resource/wiktionary/fr"", ""process"": ""/s/process/wikiparsec/2""}], ""weight"": 1.0}"
/a/[/r/Antonym/,/c/en/archiver/n/,/c/en/unarchiver/]	/r/Antonym	/c/en/archiver/n	/c/en/unarchiver	"{""dataset"": ""/d/wiktionary/en"", ""license"": ""cc:by-sa/4.0"", ""sources"": [{""contributor"": ""/s/resource/wiktionary/en"", ""process"": ""/s/process/wikiparsec/2""}], ""weight"": 1.0}"
